,gene_a,gene_b,score_a2b,score_b2a
1893,YALI0_C07128g,YALI1_C09467g,1132.0,1132.0
1894,YALI0_C07150g,YALI1_C09489g,3644.0,3644.0
1895,YALI0_C07172g,YALI1_C09552g,1659.0,1659.0
1896,YALI0_C07194g,YALI1_C09606g,1103.0,1103.0
1897,YALI0_C07238g,YALI1_C09639g,374.0,374.0
1898,YALI0_C07260g,YALI1_C09642g,1081.0,1081.0
1899,YALI0_C07282g,YALI1_C09667g,401.0,401.0
1900,YALI0_C07304g,YALI1_C09696g,915.0,915.0
1901,YALI0_C07326g,YALI1_C09718g,1053.0,1053.0
1902,YALI0_C07348g,YALI1_C09750g,1076.0,1076.0
1903,YALI0_C07414g,YALI1_C09773g,545.0,545.0
1904,YALI0_C07436g,YALI1_C09851g,1219.0,1219.0
1905,YALI0_C07502g,YALI1_C09923g,2015.0,2015.0
1906,YALI0_C07524g,YALI1_C09950g,203.0,203.0
1907,YALI0_C07546g,YALI1_C09977g,998.0,998.0
1908,YALI0_C07568g,YALI1_C10016g,1950.0,1950.0
1909,YALI0_C07590g,YALI1_C10041g,852.0,852.0
1910,YALI0_C07612g,YALI1_C10121g,699.0,699.0
1911,YALI0_C07634g,YALI1_C10173g,177.0,177.0
1912,YALI0_C07656g,YALI1_C10203g,556.0,556.0
1913,YALI0_C07678g,YALI1_C10232g,1216.0,1216.0
1914,YALI0_C07700g,YALI1_C10271g,1087.0,1087.0
1915,YALI0_C07722g,YALI1_C10293g,1137.0,1137.0
1916,YALI0_C07744g,YALI1_C10318g,1076.0,1076.0
1917,YALI0_C07777g,YALI1_C10345g,1278.0,1278.0
1918,YALI0_C07821g,YALI1_C10385g,1233.0,1233.0
1919,YALI0_C07843g,YALI1_C10463g,1703.0,1703.0
1920,YALI0_C07865g,YALI1_C10480g,623.0,623.0
1921,YALI0_C07887g,YALI1_C10492g,486.0,486.0
1922,YALI0_C07909g,YALI1_C10497g,1864.0,1864.0
1923,YALI0_C07931g,YALI1_C10534g,207.0,207.0
1924,YALI0_C07953g,YALI1_C10555g,1424.0,1424.0
1925,YALI0_C07975g,YALI1_C10675g,2654.0,2654.0
1926,YALI0_C08030g,YALI1_C10718g,220.0,220.0
1927,YALI0_C08052g,YALI1_C10730g,625.0,625.0
1928,YALI0_C08074g,YALI1_C10762g,762.0,762.0
1929,YALI0_C08096g,YALI1_C10806g,1147.0,1147.0
1930,YALI0_C08118g,YALI1_C10860g,547.0,547.0
1931,YALI0_C08140g,YALI1_C10990g,724.0,724.0
1932,YALI0_C08184g,YALI1_C11077g,796.0,796.0
1933,YALI0_C08206g,YALI1_C11096g,954.0,954.0
1934,YALI0_C08220g,YALI1_C11100g,447.0,447.0
1935,YALI0_C08228g,YALI1_C11131g,931.0,931.0
1936,YALI0_C08283g,YALI1_C11234g,759.0,759.0
1937,YALI0_C08305g,YALI1_C11271g,686.0,686.0
1938,YALI0_C08327g,YALI1_C11382g,1232.0,1232.0
1939,YALI0_C08349g,YALI1_C11441g,1678.0,1665.0
1940,YALI0_C08371g,YALI1_C11501g,771.0,771.0
1941,YALI0_C08393g,YALI1_C11521g,1414.0,1414.0
1942,YALI0_C08415g,YALI1_C11552g,573.0,573.0
1943,YALI0_C08437g,YALI1_C11581g,1073.0,1072.0
1944,YALI0_C08459g,YALI1_C11589g,484.0,484.0
1945,YALI0_C08481g,YALI1_C11715g,982.0,982.0
1946,YALI0_C08547g,YALI1_C11744g,778.0,778.0
1947,YALI0_C08569g,YALI1_C11773g,1045.0,1045.0
1948,YALI0_C08591g,YALI1_C11819g,1374.0,1374.0
1949,YALI0_C08613g,YALI1_C11836g,213.0,213.0
1950,YALI0_C08635g,YALI1_C11862g,517.0,517.0
1951,YALI0_C08657g,YALI1_C11883g,946.0,946.0
1952,YALI0_C08679g,YALI1_C11902g,254.0,254.0
1953,YALI0_C08701g,YALI1_C11925g,1204.0,1204.0
1954,YALI0_C08723g,YALI1_C11930g,172.0,172.0
1955,YALI0_C08745g,YALI1_C11954g,525.0,525.0
1956,YALI0_C08767g,YALI1_C11970g,2051.0,2051.0
1957,YALI0_C08782g,YALI1_C12007g,392.0,392.0
1958,YALI0_C08811g,YALI1_C12024g,624.0,624.0
1959,YALI0_C08833g,YALI1_C12038g,335.0,335.0
1960,YALI0_C08855g,YALI1_C12121g,596.0,596.0
1961,YALI0_C08877g,YALI1_C12140g,1162.0,1162.0
1962,YALI0_C08899g,YALI1_C12170g,729.0,729.0
1963,YALI0_C08921g,YALI1_C12194g,295.0,295.0
1964,YALI0_C08943g,YALI1_C12220g,997.0,997.0
1965,YALI0_C08960g,YALI1_C12282g,3387.0,3387.0
1966,YALI0_C08965g,YALI1_C12317g,318.0,318.0
1967,YALI0_C08987g,YALI1_C12333g,1178.0,1178.0
1968,YALI0_C09009g,YALI1_C12406g,895.0,895.0
1969,YALI0_C09031g,YALI1_C12513g,1293.0,1293.0
1970,YALI0_C09119g,YALI1_C12619g,642.0,642.0
1971,YALI0_C09141g,YALI1_C12642g,940.0,940.0
1972,YALI0_C09163g,YALI1_C12695g,481.0,481.0
1973,YALI0_C09185g,YALI1_C12725g,1569.0,1569.0
1974,YALI0_C09218g,YALI1_C12788g,409.0,409.0
1975,YALI0_C09232g,YALI1_C12845g,1060.0,1060.0
1976,YALI0_C09240g,YALI1_C12883g,480.0,480.0
1977,YALI0_C09262g,YALI1_C12900g,528.0,528.0
1978,YALI0_C09284g,YALI1_C12941g,1224.0,1224.0
1979,YALI0_C09328g,YALI1_C13000g,688.0,688.0
1980,YALI0_C09350g,YALI1_C13007g,362.0,362.0
1981,YALI0_C09372g,YALI1_C13026g,502.0,502.0
1982,YALI0_C09394g,YALI1_C13038g,519.0,519.0
1983,YALI0_C09438g,YALI1_C13093g,1104.0,1104.0
1984,YALI0_C09460g,YALI1_C13106g,1432.0,1432.0
1985,YALI0_C09482g,YALI1_C13162g,647.0,647.0
1986,YALI0_C09504g,YALI1_C13186g,490.0,490.0
1987,YALI0_C09526g,YALI1_C13227g,788.0,788.0
1988,YALI0_C09548g,YALI1_C13241g,280.0,280.0
1989,YALI0_C09570g,YALI1_C13261g,671.0,671.0
1990,YALI0_C09592g,YALI1_C13284g,202.0,202.0
1991,YALI0_C09614g,YALI1_C13302g,1779.0,1779.0
1992,YALI0_C09636g,YALI1_C13355g,591.0,591.0
1993,YALI0_C09658g,YALI1_C13410g,525.0,525.0
1994,YALI0_C09680g,YALI1_C13453g,1040.0,1040.0
1995,YALI0_C09735g,YALI1_C13522g,374.0,374.0
1996,YALI0_C09757g,YALI1_C13560g,1528.0,1528.0
1997,YALI0_C09779g,YALI1_C13642g,1525.0,1525.0
1998,YALI0_C09801g,YALI1_C13652g,241.0,241.0
1999,YALI0_C09823g,YALI1_C13689g,1067.0,1067.0
2000,YALI0_C09845g,YALI1_C13726g,231.0,231.0
2001,YALI0_C09889g,YALI1_C13768g,1237.0,1237.0
2002,YALI0_C09904g,YALI1_C13817g,2516.0,2516.0
2003,YALI0_C09933g,YALI1_C13856g,444.0,444.0
2004,YALI0_C09966g,YALI1_C13879g,243.0,243.0
2005,YALI0_C09988g,YALI1_C13890g,365.0,365.0
2006,YALI0_C10010g,YALI1_C13973g,1103.0,1103.0
2007,YALI0_C10032g,YALI1_C14079g,1356.0,1356.0
2008,YALI0_C10054g,YALI1_C14106g,1083.0,1083.0
2009,YALI0_C10076g,YALI1_C14125g,1078.0,1078.0
2010,YALI0_C10098g,YALI1_C14169g,385.0,385.0
2011,YALI0_C10120g,YALI1_C14183g,549.0,549.0
2012,YALI0_C10135g,YALI1_C14228g,827.0,827.0
2013,YALI0_C10142g,YALI1_C14273g,1236.0,1236.0
2014,YALI0_C10208g,YALI1_C14369g,912.0,912.0
2015,YALI0_C10230g,YALI1_C14450g,340.0,340.0
2016,YALI0_C10252g,YALI1_C14498g,1516.0,1516.0
2017,YALI0_C10274g,YALI1_C14500g,436.0,436.0
2018,YALI0_C10311g,YALI1_C14595g,1555.0,1555.0
2019,YALI0_C10428g,YALI1_C14709g,777.0,777.0
2020,YALI0_C10450g,YALI1_C14738g,752.0,742.0
2021,YALI0_C10472g,YALI1_C14774g,506.0,506.0
2022,YALI0_C10494g,YALI1_C14787g,1032.0,1032.0
2023,YALI0_C10516g,YALI1_C14818g,1051.0,1051.0
2024,YALI0_C10604g,YALI1_C14884g,804.0,804.0
2025,YALI0_C10626g,YALI1_C14931g,735.0,735.0
2026,YALI0_C10648g,YALI1_C15021g,4712.0,4712.0
2027,YALI0_C10670g,YALI1_C15048g,1064.0,1064.0
2028,YALI0_C10692g,YALI1_C15077g,1130.0,1130.0
2029,YALI0_C10714g,YALI1_C15084g,904.0,904.0
2030,YALI0_C10736g,YALI1_C15105g,505.0,505.0
2031,YALI0_C10758g,YALI1_C15115g,2172.0,2172.0
2032,YALI0_C10780g,YALI1_C15180g,2023.0,2023.0
2033,YALI0_C10802g,YALI1_C15186g,450.0,450.0
2034,YALI0_C10824g,YALI1_C15201g,372.0,372.0
2035,YALI0_C10846g,YALI1_C15217g,700.0,700.0
2036,YALI0_C10901g,YALI1_C15297g,621.0,621.0
2037,YALI0_C10923g,YALI1_C15322g,863.0,863.0
2038,YALI0_C10945g,YALI1_C15359g,1516.0,1516.0
2039,YALI0_C10967g,YALI1_C15398g,848.0,848.0
2040,YALI0_C10989g,YALI1_C15420g,802.0,802.0
2041,YALI0_C11011g,YALI1_C15445g,304.0,304.0
2042,YALI0_C11033g,YALI1_C15465g,992.0,992.0
2043,YALI0_C11055g,YALI1_C15489g,439.0,439.0
2044,YALI0_C11077g,YALI1_C15492g,1277.0,1277.0
2045,YALI0_C11165g,YALI1_C15610g,1925.0,1925.0
2046,YALI0_C11209g,YALI1_C15674g,216.0,216.0
2047,YALI0_C11231g,YALI1_C15687g,930.0,930.0
2048,YALI0_C11253g,YALI1_C15707g,1825.0,1825.0
2049,YALI0_C11275g,YALI1_C15745g,362.0,362.0
2050,YALI0_C11297g,YALI1_C15776g,1077.0,1077.0
2051,YALI0_C11319g,YALI1_C15803g,437.0,437.0
2052,YALI0_C11341g,YALI1_C15832g,629.0,629.0
2053,YALI0_C11363g,YALI1_C15945g,1358.0,1358.0
2054,YALI0_C11407g,YALI1_C15991g,4686.0,4686.0
2055,YALI0_C11429g,YALI1_C16080g,962.0,962.0
2056,YALI0_C11451g,YALI1_C16091g,369.0,369.0
2057,YALI0_C11473g,YALI1_C16108g,385.0,385.0
2058,YALI0_C11495g,YALI1_C16150g,1474.0,1474.0
2059,YALI0_C11517g,YALI1_C16183g,607.0,607.0
2060,YALI0_C11539g,YALI1_C16200g,407.0,407.0
2061,YALI0_C11561g,YALI1_C16204g,2000.0,2000.0
2062,YALI0_C11583g,YALI1_C16255g,1286.0,1286.0
2063,YALI0_C11605g,YALI1_C16275g,182.0,182.0
2064,YALI0_C11627g,YALI1_C16294g,530.0,530.0
2065,YALI0_C11649g,YALI1_C16305g,1401.0,1401.0
2066,YALI0_C11671g,YALI1_C16333g,204.0,204.0
2067,YALI0_C11693g,YALI1_C16378g,814.0,814.0
2068,YALI0_C11715g,YALI1_C16395g,1148.0,1148.0
2069,YALI0_C11781g,YALI1_C16431g,605.0,605.0
2070,YALI0_C11803g,YALI1_C16485g,600.0,600.0
2071,YALI0_C11825g,YALI1_C16515g,1187.0,1187.0
2072,YALI0_C11836g,YALI1_C16526g,710.0,710.0
2073,YALI0_C11858g,YALI1_C16572g,1595.0,1595.0
2074,YALI0_C11880g,YALI1_C16621g,513.0,513.0
2075,YALI0_C11946g,YALI1_C16653g,1249.0,1249.0
2076,YALI0_C11968g,YALI1_C16712g,293.0,293.0
2077,YALI0_C12012g,YALI1_C16770g,1182.0,1182.0
2078,YALI0_C12034g,YALI1_C16851g,352.0,352.0
2079,YALI0_C12056g,YALI1_C16932g,1574.0,1574.0
2080,YALI0_C12100g,YALI1_C16961g,1324.0,1324.0
2081,YALI0_C12122g,YALI1_C17031g,1204.0,1204.0
2082,YALI0_C12144g,YALI1_C17050g,793.0,793.0
2083,YALI0_C12166g,YALI1_C17078g,260.0,260.0
2084,YALI0_C12188g,YALI1_C17091g,389.0,389.0
2085,YALI0_C12210g,YALI1_C17100g,166.0,166.0
2086,YALI0_C12232g,YALI1_C17163g,895.0,895.0
2087,YALI0_C12254g,YALI1_C17187g,869.0,869.0
2088,YALI0_C12276g,YALI1_C17238g,1058.0,1058.0
2089,YALI0_C12342g,YALI1_C17411g,1093.0,1093.0
2090,YALI0_C12364g,YALI1_C17453g,557.0,557.0
2091,YALI0_C12386g,YALI1_C17566g,749.0,749.0
2092,YALI0_C12408g,YALI1_C17580g,283.0,283.0
2093,YALI0_C12430g,YALI1_C17609g,1265.0,1265.0
2094,YALI0_C12474g,YALI1_C17680g,952.0,952.0
2095,YALI0_C12496g,YALI1_C17700g,503.0,503.0
2096,YALI0_C12518g,YALI1_C17719g,798.0,798.0
2097,YALI0_C12551g,YALI1_C17728g,385.0,385.0
2098,YALI0_C12573g,YALI1_C17763g,1519.0,1519.0
2099,YALI0_C12595g,YALI1_C17782g,877.0,877.0
2100,YALI0_C12617g,YALI1_C17800g,769.0,769.0
2101,YALI0_C12639g,YALI1_C17820g,1514.0,1514.0
2102,YALI0_C12661g,YALI1_C17848g,3032.0,3032.0
2103,YALI0_C12727g,YALI1_C17904g,720.0,720.0
2104,YALI0_C12749g,YALI1_C17932g,1094.0,1094.0
2105,YALI0_C12771g,YALI1_C17947g,390.0,390.0
2106,YALI0_C12793g,YALI1_C17949g,363.0,363.0
2107,YALI0_C12859g,YALI1_C17988g,1599.0,1599.0
2108,YALI0_C12881g,YALI1_C17995g,469.0,469.0
2109,YALI0_C12918g,YALI1_C18011g,637.0,637.0
2110,YALI0_C12947g,YALI1_C18073g,1619.0,1619.0
2111,YALI0_C12980g,YALI1_C18099g,893.0,893.0
2112,YALI0_C13002g,YALI1_C18162g,553.0,586.0
2113,YALI0_C13024g,YALI1_C18209g,118.0,118.0
2114,YALI0_C13090g,YALI1_C18258g,1178.0,1178.0
2115,YALI0_C13112g,YALI1_C18268g,844.0,844.0
2116,YALI0_C13178g,YALI1_C18396g,800.0,800.0
2117,YALI0_C13244g,YALI1_C18478g,816.0,816.0
2118,YALI0_C13310g,YALI1_C18541g,2031.0,2031.0
2119,YALI0_C13332g,YALI1_C18584g,140.0,140.0
2120,YALI0_C13354g,YALI1_C18590g,398.0,398.0
2121,YALI0_C13420g,YALI1_C18668g,1045.0,1045.0
2122,YALI0_C13442g,YALI1_C18750g,1140.0,1140.0
2123,YALI0_C13508g,YALI1_C18771g,640.0,640.0
2124,YALI0_C13530g,YALI1_C18806g,374.0,374.0
2125,YALI0_C13552g,YALI1_C18837g,1268.0,1268.0
2126,YALI0_C13574g,YALI1_C18872g,1023.0,1023.0
2127,YALI0_C13596g,YALI1_C18892g,532.0,532.0
2128,YALI0_C13618g,YALI1_C18901g,1217.0,1217.0
2129,YALI0_C13706g,YALI1_C19005g,837.0,837.0
2130,YALI0_C13728g,YALI1_C19123g,341.0,341.0
2131,YALI0_C13750g,YALI1_C19151g,827.0,827.0
2132,YALI0_C13794g,YALI1_C19316g,771.0,771.0
2133,YALI0_C13816g,YALI1_C19348g,296.0,296.0
2134,YALI0_C13838g,YALI1_C19464g,256.0,256.0
2135,YALI0_C13860g,YALI1_C19500g,766.0,766.0
2136,YALI0_C13860g,YALI1_C19500g,766.0,62.0
2137,YALI0_C13860g,YALI1_C19500g,62.0,766.0
2138,YALI0_C13860g,YALI1_C19500g,62.0,62.0
2139,YALI0_C13882g,YALI1_C19510g,908.0,908.0
2140,YALI0_C13904g,YALI1_C19529g,2621.0,2621.0
2141,YALI0_C13926g,YALI1_C19636g,774.0,774.0
2142,YALI0_C13970g,YALI1_C19735g,888.0,892.0
2143,YALI0_C13992g,YALI1_C19775g,1150.0,1150.0
2144,YALI0_C14014g,YALI1_C19794g,582.0,582.0
2145,YALI0_C14036g,YALI1_C19814g,775.0,775.0
2146,YALI0_C14058g,YALI1_C19840g,758.0,758.0
2147,YALI0_C14124g,YALI1_C19866g,344.0,344.0
2148,YALI0_C14146g,YALI1_C19872g,680.0,680.0
2149,YALI0_C14168g,YALI1_C19898g,403.0,403.0
2150,YALI0_C14190g,YALI1_C19943g,1367.0,1367.0
2151,YALI0_C14234g,YALI1_C19976g,229.0,229.0
2152,YALI0_C14256g,YALI1_C19981g,1387.0,1387.0
2153,YALI0_C14322g,YALI1_C20023g,752.0,752.0
2154,YALI0_C14344g,YALI1_C20054g,758.0,758.0
2155,YALI0_C14388g,YALI1_C20078g,555.0,555.0
2156,YALI0_C14410g,YALI1_C20097g,1026.0,1026.0
2157,YALI0_C14476g,YALI1_C20180g,1122.0,1122.0
2158,YALI0_C14498g,YALI1_C20198g,612.0,612.0
2159,YALI0_C14520g,YALI1_C20224g,651.0,651.0
2160,YALI0_C14542g,YALI1_C20255g,1088.0,1088.0
2161,YALI0_C14564g,YALI1_C20270g,462.0,462.0
2162,YALI0_C14586g,YALI1_C20314g,375.0,375.0
2163,YALI0_C14608g,YALI1_C20329g,367.0,367.0
2164,YALI0_C14630g,YALI1_C20364g,402.0,402.0
2165,YALI0_C14652g,YALI1_C20396g,623.0,623.0
2166,YALI0_C14674g,YALI1_C20417g,692.0,692.0
2167,YALI0_C14696g,YALI1_C20429g,440.0,440.0
2168,YALI0_C14718g,YALI1_C20452g,973.0,973.0
2169,YALI0_C14740g,YALI1_C20488g,1558.0,1558.0
2170,YALI0_C14784g,YALI1_C20559g,1257.0,1257.0
2171,YALI0_C14806g,YALI1_C20597g,1344.0,1344.0
2172,YALI0_C14828g,YALI1_C20646g,1600.0,1600.0
2173,YALI0_C14872g,YALI1_C20793g,2080.0,2080.0
2174,YALI0_C14938g,YALI1_C20901g,894.0,894.0
2175,YALI0_C14960g,YALI1_C20953g,1263.0,1263.0
2176,YALI0_C15004g,YALI1_C21083g,367.0,367.0
2177,YALI0_C15026g,YALI1_C21171g,630.0,630.0
2178,YALI0_C15048g,YALI1_C21234g,1914.0,1914.0
2179,YALI0_C15070g,YALI1_C21241g,1805.0,1805.0
2180,YALI0_C15092g,YALI1_C21298g,589.0,589.0
2181,YALI0_C15114g,YALI1_C21353g,735.0,735.0
2182,YALI0_C15136g,YALI1_C21401g,1058.0,1058.0
2183,YALI0_C15202g,YALI1_C21448g,1771.0,1771.0
2184,YALI0_C15224g,YALI1_C21487g,801.0,801.0
2185,YALI0_C15230g,YALI1_C21497g,452.0,452.0
2186,YALI0_C15237g,YALI1_C21513g,103.0,103.0
2187,YALI0_C15246g,YALI1_C21544g,660.0,660.0
2188,YALI0_C15268g,YALI1_C21578g,576.0,576.0
2189,YALI0_C15290g,YALI1_C21603g,906.0,906.0
2190,YALI0_C15323g,YALI1_C21634g,139.0,139.0
2191,YALI0_C15334g,YALI1_C21639g,1465.0,1465.0
2192,YALI0_C15345g,YALI1_C21664g,476.0,476.0
2193,YALI0_C15356g,YALI1_C21682g,2092.0,2092.0
2194,YALI0_C15378g,YALI1_C21722g,635.0,635.0
2195,YALI0_C15400g,YALI1_C21755g,1501.0,1501.0
2196,YALI0_C15422g,YALI1_C21789g,687.0,687.0
2197,YALI0_C15444g,YALI1_C21891g,993.0,993.0
2198,YALI0_C15466g,YALI1_C21924g,852.0,852.0
2199,YALI0_C15488g,YALI1_C21946g,1027.0,1027.0
2200,YALI0_C15532g,YALI1_C22019g,717.0,711.0
2201,YALI0_C15532g,YALI1_C22019g,717.0,623.0
2202,YALI0_C15532g,YALI1_C22019g,634.0,711.0
2203,YALI0_C15532g,YALI1_C22019g,634.0,623.0
2204,YALI0_C15554g,YALI1_C22186g,1041.0,1041.0
2205,YALI0_C15576g,YALI1_C22322g,304.0,306.0
2206,YALI0_C15576g,YALI1_C22322g,304.0,113.0
2207,YALI0_C15576g,YALI1_C22322g,112.0,306.0
2208,YALI0_C15576g,YALI1_C22322g,112.0,113.0
2209,YALI0_C15609g,YALI1_C22541g,281.0,281.0
2210,YALI0_C15653g,YALI1_C22592g,1322.0,1322.0
2211,YALI0_C15807g,YALI1_C22751g,1496.0,1496.0
2212,YALI0_C15829g,YALI1_C22816g,219.0,219.0
2213,YALI0_C15851g,YALI1_C22835g,564.0,564.0
2214,YALI0_C15873g,YALI1_C22857g,624.0,624.0
2215,YALI0_C15895g,YALI1_C22922g,377.0,377.0
2216,YALI0_C16005g,YALI1_C23040g,391.0,391.0
2217,YALI0_C16027g,YALI1_C23050g,434.0,434.0
2218,YALI0_C16049g,YALI1_C23075g,452.0,452.0
2219,YALI0_C16126g,YALI1_C23120g,157.0,157.0
2220,YALI0_C16148g,YALI1_C23150g,484.0,448.0
2221,YALI0_C16181g,YALI1_C23175g,889.0,889.0
2222,YALI0_C16203g,YALI1_C23193g,1050.0,1050.0
2223,YALI0_C16225g,YALI1_C23217g,1222.0,1222.0
2224,YALI0_C16247g,YALI1_C23254g,781.0,781.0
2225,YALI0_C16346g,YALI1_C23359g,3266.0,3266.0
2226,YALI0_C16368g,YALI1_C23415g,630.0,630.0
2227,YALI0_C16390g,YALI1_C23472g,3182.0,3182.0
2228,YALI0_C16412g,YALI1_C23504g,701.0,701.0
2229,YALI0_C16434g,YALI1_C23511g,313.0,313.0
2230,YALI0_C16456g,YALI1_C23526g,287.0,287.0
2231,YALI0_C16478g,YALI1_C23548g,302.0,302.0
2232,YALI0_C16500g,YALI1_C23563g,620.0,620.0
2233,YALI0_C16522g,YALI1_C23601g,1192.0,1192.0
2234,YALI0_C16566g,YALI1_C23707g,3635.0,3635.0
2235,YALI0_C16599g,YALI1_C14543g,47.4,47.4
2236,YALI0_C16621g,YALI1_C23738g,422.0,422.0
2237,YALI0_C16643g,YALI1_C23755g,2233.0,2233.0
2238,YALI0_C16665g,YALI1_C23818g,1875.0,1875.0
2239,YALI0_C16687g,YALI1_C23826g,357.0,357.0
2240,YALI0_C16709g,YALI1_C23873g,2835.0,2835.0
2241,YALI0_C16731g,YALI1_C23881g,202.0,202.0
2242,YALI0_C16753g,YALI1_C23902g,1032.0,1032.0
2243,YALI0_C16775g,YALI1_C23926g,748.0,748.0
2244,YALI0_C16797g,YALI1_C23948g,962.0,962.0
2245,YALI0_C16819g,YALI1_C23989g,620.0,620.0
2246,YALI0_C16841g,YALI1_C24016g,3030.0,3030.0
2247,YALI0_C16863g,YALI1_C24081g,1149.0,1149.0
2248,YALI0_C16885g,YALI1_C24124g,952.0,952.0
2249,YALI0_C16907g,YALI1_C24165g,1125.0,1125.0
2250,YALI0_C16929g,YALI1_C24200g,1205.0,1205.0
2251,YALI0_C16951g,YALI1_C24262g,1078.0,1078.0
2252,YALI0_C16973g,YALI1_C24303g,824.0,824.0
2253,YALI0_C16995g,YALI1_C24367g,1164.0,1164.0
2254,YALI0_C17017g,YALI1_C24400g,643.0,643.0
2255,YALI0_C17039g,YALI1_C24419g,212.0,212.0
2256,YALI0_C17061g,YALI1_C24434g,1237.0,1237.0
2257,YALI0_C17083g,YALI1_C24460g,1267.0,1267.0
2258,YALI0_C17105g,YALI1_C24488g,1099.0,1099.0
2259,YALI0_C17193g,YALI1_C24526g,964.0,964.0
2260,YALI0_C17215g,YALI1_C24533g,987.0,987.0
2261,YALI0_C17237g,YALI1_C24567g,1280.0,1280.0
2262,YALI0_C17281g,YALI1_C24611g,1172.0,1172.0
2263,YALI0_C17303g,YALI1_C24647g,1196.0,1196.0
2264,YALI0_C17325g,YALI1_C24660g,551.0,551.0
2265,YALI0_C17347g,YALI1_C24707g,1304.0,1304.0
2266,YALI0_C17369g,YALI1_C24730g,1446.0,1446.0
2267,YALI0_C17391g,YALI1_C24755g,139.0,139.0
2268,YALI0_C17501g,YALI1_C24806g,1191.0,1191.0
2269,YALI0_C17545g,YALI1_C24850g,849.0,849.0
2270,YALI0_C17567g,YALI1_C24891g,411.0,411.0
2271,YALI0_C17589g,YALI1_C24927g,807.0,807.0
2272,YALI0_C17633g,YALI1_C24942g,424.0,424.0
2273,YALI0_C17655g,YALI1_C24951g,1325.0,1325.0
2274,YALI0_C17831g,YALI1_C25029g,1014.0,1014.0
2275,YALI0_C17853g,YALI1_C25032g,1053.0,1053.0
2276,YALI0_C17875g,YALI1_C25053g,473.0,473.0
2277,YALI0_C17897g,YALI1_C25069g,546.0,546.0
2278,YALI0_C17919g,YALI1_C25080g,284.0,284.0
2279,YALI0_C17941g,YALI1_C25093g,1125.0,1125.0
2280,YALI0_C17963g,YALI1_C25128g,1100.0,1100.0
2281,YALI0_C18029g,YALI1_C25171g,1029.0,1029.0
2282,YALI0_C18051g,YALI1_C25190g,3224.0,3224.0
2283,YALI0_C18073g,YALI1_C25244g,447.0,447.0
2284,YALI0_C18095g,YALI1_C25257g,819.0,819.0
2285,YALI0_C18117g,YALI1_C25288g,1278.0,1278.0
2286,YALI0_C18139g,YALI1_C25301g,433.0,433.0
2287,YALI0_C18161g,YALI1_C25307g,631.0,631.0
2288,YALI0_C18183g,YALI1_C25336g,1256.0,1256.0
2289,YALI0_C18205g,YALI1_C25352g,620.0,620.0
2290,YALI0_C18227g,YALI1_C25367g,630.0,630.0
2291,YALI0_C18249g,YALI1_C25377g,496.0,496.0
2292,YALI0_C18263g,YALI1_C25391g,1238.0,1238.0
2293,YALI0_C18293g,YALI1_C25452g,2146.0,2146.0
2294,YALI0_C18315g,YALI1_C25512g,1409.0,1409.0
2295,YALI0_C18359g,YALI1_C25560g,1615.0,1615.0
2296,YALI0_C18381g,YALI1_C25576g,676.0,676.0
2297,YALI0_C18403g,YALI1_C25581g,979.0,979.0
2298,YALI0_C18425g,YALI1_C25598g,763.0,763.0
2299,YALI0_C18447g,YALI1_C25621g,839.0,839.0
2300,YALI0_C18469g,YALI1_C25629g,1307.0,1307.0
2301,YALI0_C18491g,YALI1_C25703g,2134.0,2134.0
2302,YALI0_C18513g,YALI1_C25758g,505.0,505.0
2303,YALI0_C18535g,YALI1_C25782g,931.0,931.0
2304,YALI0_C18557g,YALI1_C25789g,1654.0,1654.0
2305,YALI0_C18623g,YALI1_C25829g,1915.0,1915.0
2306,YALI0_C18645g,YALI1_C25877g,2029.0,2029.0
2307,YALI0_C18667g,YALI1_C25937g,1736.0,1736.0
2308,YALI0_C18689g,YALI1_C25979g,2100.0,2100.0
2309,YALI0_C18711g,YALI1_C25990g,375.0,375.0
2310,YALI0_C18733g,YALI1_C25998g,222.0,222.0
2311,YALI0_C18755g,YALI1_C26017g,926.0,926.0
2312,YALI0_C18777g,YALI1_C26027g,254.0,254.0
2313,YALI0_C18799g,YALI1_C26036g,557.0,557.0
2314,YALI0_C18821g,YALI1_C26051g,1200.0,1200.0
2315,YALI0_C18975g,YALI1_C26106g,341.0,341.0
2316,YALI0_C18997g,YALI1_C26138g,1135.0,1135.0
2317,YALI0_C19019g,YALI1_C26146g,233.0,233.0
2318,YALI0_C19041g,YALI1_C26167g,957.0,957.0
2319,YALI0_C19063g,YALI1_C26222g,1085.0,1085.0
2320,YALI0_C19085g,YALI1_C26276g,636.0,636.0
2321,YALI0_C19096g,YALI1_C26332g,173.0,173.0
2322,YALI0_C19107g,YALI1_C26377g,310.0,310.0
2323,YALI0_C19129g,YALI1_C26408g,3296.0,3296.0
2324,YALI0_C19151g,YALI1_C26501g,1942.0,1942.0
2325,YALI0_C19195g,YALI1_C26544g,575.0,575.0
2326,YALI0_C19217g,YALI1_C26580g,708.0,708.0
2327,YALI0_C19239g,YALI1_C26597g,834.0,834.0
2328,YALI0_C19261g,YALI1_C26616g,1187.0,1187.0
2329,YALI0_C19283g,YALI1_C26628g,285.0,285.0
2330,YALI0_C19338g,YALI1_C27330g,494.0,494.0
2331,YALI0_C19360g,YALI1_C27350g,839.0,839.0
